Kind;Name;Type;Description
compute.v1.httpHealthCheck;checkIntervalSec;integer;How often (in seconds) to send a health check. The default value is 5 seconds.
compute.v1.httpHealthCheck;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.httpHealthCheck;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.httpHealthCheck;healthyThreshold;integer;A so-far unhealthy instance will be marked healthy after this many consecutive successes. The default value is 2.
compute.v1.httpHealthCheck;host;string;The value of the host header in the HTTP health check request. If left empty (default value), the public IP on behalf of which this health check is performed will be used.
compute.v1.httpHealthCheck;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.httpHealthCheck;kind;string;[Output Only] Type of the resource. Always compute#httpHealthCheck for HTTP health checks.
compute.v1.httpHealthCheck;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.httpHealthCheck;port;integer;The TCP port number for the HTTP health check request. The default value is 80.
compute.v1.httpHealthCheck;requestPath;string;The request path of the HTTP health check request. The default value is /.
compute.v1.httpHealthCheck;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.httpHealthCheck;timeoutSec;integer;How long (in seconds) to wait before claiming failure. The default value is 5 seconds. It is invalid for timeoutSec to have greater value than checkIntervalSec.
compute.v1.httpHealthCheck;unhealthyThreshold;integer;A so-far healthy instance will be marked unhealthy after this many consecutive failures. The default value is 2.
compute.v1.httpsHealthCheck;checkIntervalSec;integer;How often (in seconds) to send a health check. The default value is 5 seconds.
compute.v1.httpsHealthCheck;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.httpsHealthCheck;description;string;An optional description of this resource. Provide this property when you create the resource.
compute.v1.httpsHealthCheck;healthyThreshold;integer;A so-far unhealthy instance will be marked healthy after this many consecutive successes. The default value is 2.
compute.v1.httpsHealthCheck;host;string;The value of the host header in the HTTPS health check request. If left empty (default value), the public IP on behalf of which this health check is performed will be used.
compute.v1.httpsHealthCheck;id;unsigned long;[Output Only] The unique identifier for the resource. This identifier is defined by the server.
compute.v1.httpsHealthCheck;kind;string;Type of the resource.
compute.v1.httpsHealthCheck;name;string;Name of the resource. Provided by the client when the resource is created. The name must be 1-63 characters long, and comply with RFC1035. Specifically, the name must be 1-63 characters long and match the regular expression [a-z]([-a-z0-9]*[a-z0-9])? which means the first character must be a lowercase letter, and all following characters must be a dash, lowercase letter, or digit, except the last character, which cannot be a dash.
compute.v1.httpsHealthCheck;port;integer;The TCP port number for the HTTPS health check request. The default value is 443.
compute.v1.httpsHealthCheck;requestPath;string;The request path of the HTTPS health check request. The default value is "/".
compute.v1.httpsHealthCheck;selfLink;string;[Output Only] Server-defined URL for the resource.
compute.v1.httpsHealthCheck;timeoutSec;integer;How long (in seconds) to wait before claiming failure. The default value is 5 seconds. It is invalid for timeoutSec to have a greater value than checkIntervalSec.
compute.v1.httpsHealthCheck;unhealthyThreshold;integer;A so-far healthy instance will be marked unhealthy after this many consecutive failures. The default value is 2.
compute.v1.image;archiveSizeBytes;long;Size of the image tar.gz archive stored in Google Cloud Storage (in bytes).
compute.v1.image;creationTimestamp;string;[Output Only] Creation timestamp in RFC3339 text format.
compute.v1.image;deprecated;nested object;The deprecation status associated with this image.
compute.v1.image;deprecated.deleted;string;An optional RFC3339 timestamp on or after which the state of this resource is intended to change to DELETED. This is only informational and the status will not change unless the client explicitly changes it.
compute.v1.image;deprecated.deprecated;string;An optional RFC3339 timestamp on or after which the state of this resource is intended to change to DEPRECATED. This is only informational and the status will not change unless the client explicitly changes it.
compute.v1.image;deprecated.obsolete;string;An optional RFC3339 timestamp on or after which the state of this resource is intended to change to OBSOLETE. This is only informational and the status will not change unless the client explicitly changes it.
compute.v1.image;deprecated.replacement;string;The URL of the suggested replacement for a deprecated resource. The suggested replacement resource must be the same kind of resource as the deprecated resource.
compute.v1.image;deprecated.state;string;The deprecation state of this resource. This can be DEPRECATED, OBSOLETE, or DELETED. Operations which create a new resource using a DEPRECATED resource will return successfully, but with a warning indicating the deprecated resource and recommending its replacement. Operations which use OBSOLETE or DELETED resources will be rejected and result in an error.
